"Item Code",Description,Qty,UOM,Currency,Price,"Reference Doc","GR Date","Plant Code","Plant Name","Vat Inc.","PO Number","GR Number","Reason for Failure"
4000000057,"Fruit,langka,sweetened,500gm/pk",960,PAC,PHP,74256,5094,"?46,018.00",ZL20,"ZF Logistics Taytay",83166.72,3083864347,5016672436,"Invalid Date Format: ?46,018.00"
4000000057,"Fruit,langka,sweetened,500gm/pk",960,PAC,PHP,74256,5094,"?46,018.00",ZL20,"ZF Logistics Taytay",83166.72,3083864347,5016672436,"Invalid Date Format: ?46,018.00"
4000000057,"Fruit,langka,sweetened,500gm/pk",960,PAC,PHP,74256,5094,"?46,018.00",ZL20,"ZF Logistics Taytay",83166.72,3083864347,5016672436,"Invalid Date Format: ?46,018.00"
4000000057,"Fruit,langka,sweetened,500gm/pk",960,PAC,PHP,74256,5094,"?46,018.00",ZL20,"ZF Logistics Taytay",83166.72,3083864347,5016672436,"Invalid Date Format: ?46,018.00"
4000000057,"Fruit,langka,sweetened,500gm/pk",200,PAC,PHP,15470,5094,"?46,018.00",ZL20,"ZF Logistics Taytay",17326.4,3083864347,5016672436,"Invalid Date Format: ?46,018.00"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,72984,5090,"?46,018.00",ZL20,"ZF Logistics Taytay",81742.08,3083905385,5016672589,"Invalid Date Format: ?46,018.00"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,72984,5090,"?46,018.00",ZL20,"ZF Logistics Taytay",81742.08,3083905385,5016672589,"Invalid Date Format: ?46,018.00"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,72984,5090,"?46,018.00",ZL20,"ZF Logistics Taytay",81742.08,3083905385,5016672589,"Invalid Date Format: ?46,018.00"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,72984,5090,"?46,018.00",ZL20,"ZF Logistics Taytay",81742.08,3083905385,5016672589,"Invalid Date Format: ?46,018.00"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,72984,5090,"?46,018.00",ZL20,"ZF Logistics Taytay",81742.08,3083905385,5016672589,"Invalid Date Format: ?46,018.00"
