"Item Code",Description,Qty,UOM,Currency,Price,"Reference Doc","GR Date","Plant Code","Plant Name","Vat Inc.","PO Number","GR Number","Reason for Failure"
4000000057,"Fruit,langka,sweetened,500gm/pk",960,PAC,PHP,73440,4498,2025-01-21,ZL20,"ZF Logistics Taytay",82252.8,3083258167,5015084218,"Duplicate Row (100% match found in database)"
4000000057,"Fruit,langka,sweetened,500gm/pk",960,PAC,PHP,73440,4498,2025-01-21,ZL20,"ZF Logistics Taytay",82252.8,3083258167,5015084218,"Duplicate Row (100% match found in database)"
4000000064,"Fruit,beans,yellow,sweetened,500gm/pk",960,PAC,PHP,39168,4537,2025-02-17,ZL20,"ZF Logistics Taytay",43868.16,3083309645,5015208504,"Duplicate Row (100% match found in database)"
4000000057,"Fruit,langka,sweetened,500gm/pk",960,PAC,PHP,73440,4537,2025-02-17,ZL20,"ZF Logistics Taytay",82252.8,3083309645,5015208504,"Duplicate Row (100% match found in database)"
4000000057,"Fruit,langka,sweetened,500gm/pk",960,PAC,PHP,73440,4537,2025-02-17,ZL20,"ZF Logistics Taytay",82252.8,3083309645,5015208504,"Duplicate Row (100% match found in database)"
4000000057,"Fruit,langka,sweetened,500gm/pk",960,PAC,PHP,73440,4537,2025-02-17,ZL20,"ZF Logistics Taytay",82252.8,3083309645,5015208504,"Duplicate Row (100% match found in database)"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,4541,2025-02-19,ZL20,"ZF Logistics Taytay",79367.68,3083309645,5015222860,"Duplicate Row (100% match found in database)"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,4541,2025-02-19,ZL20,"ZF Logistics Taytay",79367.68,3083309645,5015222860,"Duplicate Row (100% match found in database)"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,4541,2025-02-19,ZL20,"ZF Logistics Taytay",79367.68,3083309645,5015222860,"Duplicate Row (100% match found in database)"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,4541,2025-02-19,ZL20,"ZF Logistics Taytay",79367.68,3083309645,5015222860,"Duplicate Row (100% match found in database)"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,4782,2025-03-24,ZL20,"ZF Logistics Taytay",79367.68,3083359419,5015375602,"Duplicate Row (100% match found in database)"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,4782,2025-03-24,ZL20,"ZF Logistics Taytay",79367.68,3083359419,5015375602,"Duplicate Row (100% match found in database)"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,4782,2025-03-24,ZL20,"ZF Logistics Taytay",79367.68,3083359419,5015375602,"Duplicate Row (100% match found in database)"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,4782,2025-03-24,ZL20,"ZF Logistics Taytay",79367.68,3083359419,5015375602,"Duplicate Row (100% match found in database)"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,4782,2025-03-24,ZL20,"ZF Logistics Taytay",79367.68,3083359419,5015375602,"Duplicate Row (100% match found in database)"
4000000058,"Dessert,leche flan,500gm/pk",800,PAC,PHP,70864,4783,2025-03-24,ZL20,"ZF Logistics Taytay",79367.68,3083359419,5015376795,"Duplicate Row (100% match found in database)"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",3000,PAC,PHP,271500,4670,2025-06-09,ZL07,"ZF Logistics Bulacan Cold",304080,3083527600,5015723690,"Duplicate Row (100% match found in database)"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",900,PAC,PHP,75465,4609,2025-07-07,ZL07,"ZF Logistics Bulacan Cold",84520.8,3083579511,5015853117,"Duplicate Row (100% match found in database)"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",900,PAC,PHP,75465,4609,2025-07-07,ZL07,"ZF Logistics Bulacan Cold",84520.8,3083579511,5015853117,"Duplicate Row (100% match found in database)"
4000009231,"Fruit,ube,halaya,frozen,450g/pk",900,PAC,PHP,75465,4609,2025-07-07,ZL07,"ZF Logistics Bulacan Cold",84520.8,3083579511,5015853117,"Duplicate Row (100% match found in database)"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",900,PAC,PHP,81450,4609,2025-07-07,ZL07,"ZF Logistics Bulacan Cold",91224,3083579511,5015853117,"Duplicate Row (100% match found in database)"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",900,PAC,PHP,81450,4609,2025-07-07,ZL07,"ZF Logistics Bulacan Cold",91224,3083579511,5015853117,"Duplicate Row (100% match found in database)"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",900,PAC,PHP,81450,4609,2025-07-07,ZL07,"ZF Logistics Bulacan Cold",91224,3083579511,5015853117,"Duplicate Row (100% match found in database)"
4000005565,"Fruit,macapuno,sweetened,frozen,500g/pk",900,PAC,PHP,81450,4609,2025-07-07,ZL07,"ZF Logistics Bulacan Cold",91224,3083579511,5015853117,"Duplicate Row (100% match found in database)"
